message,sentiment
curiosity,positive
curious,positive
current,positive
curvaceous,positive
cushion,positive
da,positive
dainty,positive
dandle,positive
dandy,positive
dapper,positive
dead,positive
dear,positive
debonair,positive
decorous,positive
deductive,positive
deep,positive
definite,positive
definitive,positive
deliberate,positive
deliciousness,positive
deluxe,positive
democratic,positive
demonstrative,positive
demulcent,positive
deo-gratias,positive
deo-volente,positive
dependability,positive
desire,positive
desired,positive
destined,positive
determination,positive
determined,positive
developed,positive
developing,positive
devoted,positive
devotion,positive
devotional,positive
dexterity,positive
dialectic,positive
diamond,positive
didactic,positive
diddums,positive
die-hard,positive
different,positive
dinger,positive
dinkum,positive
dip,positive
direct,positive
disarming,positive
disburden,positive
discerning,positive
discipline,positive
disciplined,positive
discovery,positive
discreet,positive
discretion,positive
discriminating,positive
dispassionate,positive
distinct,positive
diverse,positive
diversity,positive
diverting,positive
divinity,positive
divinize,positive
doable,positive
doddle,positive
doll,positive
dolly,positive
dominant,positive
donate,positive
donation,positive
doozy,positive
dope,positive
doss,positive
doting,positive
doughty,positive
dovelike,positive
down-to-earth,positive
downy,positive
dream,positive
dreamy,positive
dressing,positive
dressy,positive
drive,positive
driven,positive
driving,positive
drop,positive
ducky,positive
dude,positive
due,positive
dulcet,positive
duteous,positive
dutiful,positive
duty,positive
dynamite,positive
ear,positive
early,positive
earn,positive
easily,positive
easy-going,positive
easy-peasy,positive
easy-street,positive
easy-to-reach,positive
easy-to-understand,positive
echt,positive
eclectic,positive
eco-friendly,positive
eco-warrior,positive
economic,positive
economically,positive
economize,positive
eden,positive
edgy,positive
edified,positive
edifying,positive
educate,positive
education,positive
educational,positive
educe,positive
effendi,positive
effervescent,positive
efficiency,positive
effort,positive
effulgent,positive
egalitarian,positive
egregious,positive
einstein,positive
eirenic,positive
elaborate,positive
elating,positive
electric,positive
electrifying,positive
eleemosynary,positive
eligible,positive
elixir,positive
elocution,positive
elohim,positive
elope,positive
elucidate,positive
emancipate,positive
emancipation,positive
emancipatory,positive
embellish,positive
emblazon,positive
embourgeoisement,positive
emerging,positive
emeritus,positive
emissions,positive
emollient,positive
emotion,positive
empathetic,positive
empathic,positive
emphasis,positive
emphasize,positive
emphatic,positive
employable,positive
empowered,positive
empowering,positive
empyreal,positive
enable,positive
enamour,positive
enamoured,positive
enamouring,positive
encomiast,positive
encore,positive
endeared,positive
endearment,positive
endeavour,positive
endeavourer,positive
endless,positive
endow,positive
endowed,positive
endure,positive
enduring,positive
energizing,positive
energy,positive
enfete,positive
engage,positive
engaged,positive
engross,positive
enjoyer,positive
enlightened,positive
enlightening,positive
enlist,positive
enlivened,positive
enlivening,positive
ennobled,positive
enormous,positive
enrapturing,positive
enricher,positive
enriching,positive
enshrine,positive
ensorcell,positive
ensure,positive
enterprise,positive
entertainment,positive
enthralling,positive
enthrone,positive
entire,positive
entrance,positive
entrusted,positive
enunciate,positive
epic,positive
epigrammatic,positive
epiphany,positive
epitome,positive
epitomize,positive
equable,positive
equal,positive
equality,positive
equalized,positive
equally,positive
equilibrium,positive
equiponderant,positive
equipped,positive
equity,positive
equivalent,positive
ergonomic,positive
erogenous,positive
escapade,positive
especial,positive
espirit,positive
essence,positive
essential,positive
establish,positive
established,positive
esteem,positive
esteemed,positive
eternal,positive
ethereal,positive
ethic,positive
euphony,positive
euphoriant,positive
eureka,positive
evangelist,positive
even,positive
even-handed,positive
evergreen,positive
evermore,positive
evident,positive
evolution,positive
evolve,positive
evolving,positive
exact,positive
exclusive,positive
executive,positive
exhaustive,positive
exotic,positive
expectant,positive
expedite,positive
expeditious,positive
experienced,positive
expert,positive
expertise,positive
expression,positive
expressive,positive
extensive,positive
extraordinaire,positive
exude,positive
eyeful,positive
fab,positive
facial,positive
facile,positive
facilitative,positive
factual,positive
facultative,positive
fain,positive
family,positive
fan,positive
fantasize,positive
far-out,positive
far-seeing,positive
far-sighted,positive
fare,positive
fashionista,positive
fast-lane,positive
fast-track,positive
fastidious,positive
fastness,positive
fatherly,positive
fauntleroy,positive
favourable,positive
favoured,positive
favourite,positive
feast,positive
feature,positive
febrile,positive
fecund,positive
fecundate,positive
feel-good,positive
fellow-feeling,positive
fellowship,positive
fervour,positive
festal,positive
festival,positive
festivity,positive
fetching,positive
fete,positive
fete-champetre,positive
fete-galante,positive
fever,positive
fever-pitch,positive
fevered,positive
fey,positive
fidus-achates,positive
fiesta,positive
fighting-fit,positive
fine-tune,positive
finesse,positive
firm,positive
first,positive
fit,positive
fitting,positive
five,positive
five-star,positive
flamboyant,positive
flash,positive
flattered,positive
flavourful,positive
fledged,positive
fleet,positive
flower,positive
fluently,positive
flush,positive
fly,positive
focus,positive
focused,positive
fool-proof,positive
footloose,positive
for,positive
for-real,positive
force,positive
forceful,positive
foresee,positive
foresighted,positive
forever,positive
forgivable,positive
forgive,positive
forgiveness,positive
forgiving,positive
formal,positive
forthright,positive
fortified,positive
fortify,positive
fortifying,positive
forward,positive
forward-thinking,positive
foxy,positive
frank,positive
fraternal,positive
free-spirit,positive
friend,positive
friendship,positive
fringe-benefit,positive
frisk,positive
frisky,positive
frisson,positive
frolicsome,positive
front-page,positive
front-runner,positive
fulfil,positive
fulfilled,positive
fulfilling,positive
fulfilment,positive
fulgent,positive
full,positive
full-blooded,positive
full-marks,positive
fully,positive
fulsome,positive
fundamental,positive
fundraiser,positive
funfair,positive
funky,positive
funny,positive
future-proof,positive
f�ilte,positive
gad,positive
gag,positive
gala,positive
galahad,positive
gale,positive
galibi,positive
gallantry,positive
gallivant,positive
gallus,positive
galvanize,positive
game,positive
gameplan,positive
gamesome,positive
gamine,positive
gangbuster,positive
garb,positive
gargantuan,positive
garland,positive
garnish,positive
gastronome,positive
gastronomy,positive
